Date,Headline,BERT_Sentiment,Sentiment_score
2012-01-08,"Gold stuck in narrow range, looking for escape route",negative,-1
2017-07-17,"Gold futures rise to Rs 28,237 on positive global cues",positive,1
2006-03-28,gold loses more ground in electronic trading after fed move,negative,-1
2008-03-25,gold futures rally 1.6% as dollar falls sharply,negative,-1
2015-11-09,"gold struggles below $1,100 on december fed rate hike talk",negative,-1
2013-09-13,gold futures end the week almost 6% lower,negative,-1
2018-07-18,gold etf holdings plunge to lowest level since march,negative,-1
2018-04-05,gold slips as fears ease over us-china trade conflict,negative,-1
2017-12-11,commerzbank : what are the key factors to drive gold in 2018?,neutral,0
2012-06-27,gold prices: mcx goldpetal june contract trades lower,positive,1
2014-12-18,gold holds steady on fed's patient stance on interest rates,positive,1
2010-05-11,gold gains accelerate; up $19.70 at $1220.5/oz,positive,1
2018-01-05,mitsubishi : gold prices mark highest january opening since 2013,positive,1
2017-06-21,Gold settles higher for first time in three sessions,positive,1
2016-03-17,"gold eases after strong rally, fed eyes fewer rate hikes",positive,1
2007-06-26,august gold down $3.20 at $651.50 an ounce on nymex,negative,-1
2018-10-05,"Gold little changed, US non-farm payroll data in focus",neutral,0
2017-04-25,Gold prices settle at lowest level in more than 2 weeks,negative,-1
2012-07-11,"gold ends lower, but other metals settle higher",negative,-1
2017-08-11,"Gold marks highest finish since early June, up more than 2% for the week",positive,1
2012-10-05,Gold near 11-month high as stimulus set to boost demand,positive,1
2017-10-17,Options trading to help formalise gold trade: Jaitley,neutral,0
2015-06-23,gold posts lowest close in over two weeks,negative,-1
2018-08-14,Gold stabilises as dollar pulls back from 13-month high,positive,1
2017-08-25,Gold ends at a nearly 3-month high as dollar weakens,negative,-1
2005-07-19,aug gold falls 60c to $420.40/oz in ny,negative,-1
2018-06-05,"gold slips on sluggish demand, weak global cues",negative,-1
2006-10-12,meridian gold volume 245k shares,neutral,0
2017-06-21,Gold rebounds after 2-session drop to lowest since mid May,negative,-1
2017-04-28,broader trend in gold to remain positive; dip in prices a good opportunity to buy,positive,1
2015-11-26,Gold near multi-year lows as US data supports rate hike view,negative,-1
2017-06-06,gold may touch 4-year high on `gentle' fed,positive,1
2012-04-16,gold falls 1% on europe woes; platinum slides,negative,-1
2012-06-19,"gold futures climbs to record high at rs 30,720 per 10 grams",positive,1
2018-04-05,"metals focus : gold price to reach $1,450 before year end",neutral,0
2017-07-18,gold prices mark third-straight session climb,negative,-1
2012-05-14,"gold, silver decline on easing demand, weak global cues",negative,-1
2009-08-05,correct: august gold ends down $3.30 at $964.20,negative,-1
2016-09-16,"Gold ends near 3-month low, down 1.8% for the week",negative,-1
2007-01-05,feb. gold closes at its lowest level since late october,negative,-1
2018-04-27,bundesbank  has brought home $95 billion in gold bullion and put some on show to prove it's real,positive,1
2011-08-08,"technical view on gold, zinc, natural gas, dollar, euro",neutral,0
2016-09-20,"Dec. gold tacks on 40 cents to settle at $1,318.20/oz",positive,1
2016-08-25,Gold holds ground at 1-month low on hawkish Fed comments,negative,-1
2005-11-02,gold bounces off seven-week low,positive,1
2006-10-18,dec. gold up $1.80 at $595.30/oz after $598 high,positive,1
2017-01-29,time to come out with comprehensive gold policy: y v reddy,neutral,0
2014-04-24,comex gold adds to gains as ukraine tensions intensify,positive,1
2017-08-18,"Gold prices fail to hold above key $1,300 level",negative,-1
2007-07-13,august gold last down $2.40 at $665.90/oz,negative,-1
2017-08-16,Gold ends higher as Trump disbands 2 White House advisory groups,positive,1
2016-04-26,"barrick gold posts loss on dollar, low prices",negative,-1
2018-10-12,gold futures end the week 1.4% higher,positive,1
2012-09-05,gold may move towards &#36;1710-1720/oz: emkay comm,neutral,0
2018-09-04,"Gold prices slip as trade, emerging market worries lift dollar",negative,-1
2006-03-28,june gold last down $1 at $571.20/oz in electronic trading,negative,-1
2016-01-06,gold hits seven-week high as worries over china hurt stocks,negative,-1
2011-05-01,"gold, silver still hold potential for investors",positive,1
2017-07-05,"August gold gains $2.50, or 0.2%, to settle at $1,221.70/oz",positive,1
2007-02-09,gold futures close at a six-month high above $670,positive,1
2012-07-10,gold posts loss as fears resurface about europe,negative,-1
2016-07-28,Gold futures finish at highest level in two weeks,positive,1
2018-07-16,gold gains as dollar slips ahead of trump-putin meeting,negative,-1
2017-01-24,World Bank forecasts 2017 average oil price of $55; gold prices set for 8% fall this year,negative,-1
2013-06-11,"aug. gold futures fall $9 to close at $1,377/oz.",negative,-1
2008-12-10,gold futures rise for a third session,positive,1
2013-04-23,Gold futures surrender early gains on global cues,negative,-1
2015-04-30,"gold plunges more than $30 an ounce, amid strong u.s. jobs data",negative,-1
2018-11-05,Gold futures slide on weak global cues,negative,-1
2016-03-03,gold prices re-approach 1-year high after ism services data,positive,1
2014-10-21,"gold rises $7 to settle at $1,251.70 an ounce",positive,1
2017-12-11,"gold hangs above 2016 low despite btc (now in bitcon futures), brexit deal,tax bill, and fund pukers",positive,1
2010-09-28,"gold soars above and beyond $1,300 an ounce",positive,1
2012-03-27,mcx gold april contract trading flat,neutral,0
2004-07-14,"gold climbs, closes back above $405",positive,1
2018-03-27,sprott gold report : gold resilient despite market volatility,positive,1
2014-01-31,"april gold down $2.70 on day, ends at $1,239.80/oz",negative,-1
2012-10-18,gold futures rise on festive demand,positive,1
2013-09-06,"Gold, silver skid on stockists' selling",negative,-1
2006-07-28,gold trades flat as dollar falls on slowdown in gdp in q2,negative,-1
2014-09-22,"Gold, silver dip further on weak demand",negative,-1
2011-10-07,"Gold futures jumps to Rs 26,607 on firm Asian cues",positive,1
2004-10-12,"spot gold quoted at $414.40, down 10c from new york",negative,-1
2013-04-19,gold futures suffer a 7% loss for the week,negative,-1
2011-09-13,crude advances; gold slips more than 2%,negative,-1
2017-01-25,Gold ends at a nearly 2-week low as U.S. stock indexes trade in record territory,negative,-1
2015-09-02,gold settles lower for 6th loss in 8 sessions,negative,-1
2011-12-02,gold see biggest weekly gain in five after korean purchase,positive,1
2011-04-21,"Gold futures at record high of Rs 22,844/10 gm",positive,1
2016-12-07,Gold futures mark first gain in three sessions,positive,1
2012-11-08,"Gold futures move up to Rs 31,306 per 10 gm",positive,1
2017-11-14,"Dec. gold down 60 cents, or less than 0.1%, to $1,278.40/oz",negative,-1
2013-07-12,gold futures turn slightly higher on comex,positive,1
2018-06-21,"russia buys 600,000 oz of gold in may after dumping half of us treasuries in april",positive,1
2017-04-10,highland gold mining swings to 2016 profit,negative,-1
2017-05-04,India's gold demand rises 15% to 123.5 tonnes in Q1: WGC,positive,1
2017-01-19,"February gold slumped $9, or 0.7%, at $1,203/oz.",negative,-1
2017-06-27,Gold prices pare much of their gains by the session's settlement,positive,1
2016-07-13,gold futures gain rs 141 on global cues,positive,1
2013-08-23,"dec. gold up $25 on day, settles at $1,395.80/oz",positive,1
2012-11-19,"gold gains rs 25 on wedding demand, global cues",positive,1
2013-05-24,"correct: gold falls 0.4% on day, up 1.6% on week",negative,-1
2011-01-12,india gold buying retreats as prices hit 1-wk high,negative,-1
2006-01-31,spot gold quoted at $567.70 in asia trade,neutral,0
2004-08-11,"gold fields, iamgold agree to $2.1 billion combination",positive,1
2017-02-16,Gold futures finish at a more than 3-month high,positive,1
2018-06-23,gold edges up from six-month lows as the dollar slips,positive,1
2012-01-23,"gold settles 0.9% higher at $1,678.30 an ounce",positive,1
2009-11-06,investors must continue to have gold in their portfolio: merrill lynch wealth management,neutral,0
2015-01-08,"Gold futures decline to Rs 26,981 per 10 gm",negative,-1
2008-08-04,december gold down $13 to $904.50 an ounce on nymex,negative,-1
2014-10-14,Gold gives back gains as dollar regains footing on soft European data,positive,1
2006-01-25,amex gold bugs index scores another record,positive,1
2017-07-04,gold prices up in asia ahead of u.s. holiday,positive,1
2012-12-21,gold near 4-month low; set for worst week since june,negative,-1
2018-03-08,gold ends lower for second day,negative,-1
2012-07-13,gold snaps losing streak with 0.8% weekly gain,negative,-1
2016-09-15,Gold futures end at 2-week low after flood of U.S. data,negative,-1
2018-08-14,india's july gold imports surge as jewellers replenish inventory,positive,1
2011-12-29,gold heads for sixth-straight session decline,neutral,0
2016-06-22,gold holds near two-week low as brexit odds ease before vote,negative,-1
2010-01-21,gold extends loss into second session,negative,-1
2013-07-12,"Profit-taking pulls gold futures down to Rs 26,735 per 10 gm",negative,-1
2010-12-07,"gold futures up $10.80 to $1,426.90 an ounce",positive,1
2013-09-19,goldguinea prices gain 18% in september series so far,positive,1
2017-08-22,tale of two assets: why gold's rally against oil is just beginning,neutral,0
2014-04-24,gold drops 1% after taking out key support,negative,-1
2012-09-05,aurico gold plunges 19% on mining update,negative,-1
2014-04-01,gold maintains modest gains after u.s. ism data,positive,1
2015-09-24,"Buy gold on dips to $1,120/oz",neutral,0
2008-06-25,"august gold closes at $882.30/oz, down $9.30, in ny",negative,-1
2011-08-30,"Gold futures up at Rs 26,793 on global cues",positive,1
2015-10-09,"dec. gold settles at $1,155.90/oz on comex, up $11.60, or 1%",positive,1
2011-03-03,gold trades lower after two record-high sessions,negative,-1
2018-09-21,"Gold futures rise to Rs 30,952 on firm global cues",positive,1
2016-10-12,Gold futures settle lower ahead of FOMC minutes,negative,-1
2006-02-03,"gold retreats, still 1% higher on week",negative,-1
2016-09-02,Gold futures gain less than 0.1% for the week,negative,-1
2006-04-07,"june gold ends the week with a $6/oz, or 1%, gain",positive,1
2017-01-13,"Gold hits 6-week high of Rs 29,450 on global cues",positive,1
2011-07-26,oil inches up; gold flip-flops after record,positive,1
2017-11-21,Gold regains some lost ground as dollar struggles,negative,-1
2010-01-07,"feb. gold falls $4.80 to $1,128.90/oz on globex",negative,-1
2013-01-31,gold prices may decline to 29150-27850: mangal keshav,negative,-1
2011-04-29,fool's gold? mark hulbert questions gold's rally,neutral,0
2015-01-25,gold prices up as expected new greek pm to push anti-austerity plans,positive,1
2010-07-13,"gold steady, oil off highs after u.s. trade data",positive,1
2013-07-24,gold import curbs may raise jewellery prices,negative,-1
2001-12-10,"gold futures prices, shares lower",neutral,0
2006-11-01,gold pales as dollar edges up,positive,1
2003-09-22,metals shares end higher on gold price rally,positive,1
2010-10-13,"gold rises to fresh highs near $1,360 on globex",positive,1
2009-10-07,gold hits new high on rising investment demand,positive,1
2017-10-09,Gold hits 1-week high amid renewed North Korea fears,positive,1
2009-01-21,february gold ends down $5.10 at $850.10 an ounce on nymex,negative,-1
2018-07-05,Gold prices,neutral,0
2016-11-21,"Dec. gold settles at $1,209.80/oz on Comex, up $1.10, or 0.1%",positive,1
2012-06-07,gold adds to losses amid bernanke testimony,negative,-1
2005-10-14,"dec gold falls $4.40 to $469.40/oz, an over 1-week low",negative,-1
2014-10-13,Gold gains as dovish Fed language cools dollar rally,positive,1
2011-10-10,gold futures close at highest level since sept. 22,positive,1
2016-02-02,"Gold rises to 3-month high as weak oil, stocks boost haven demand",positive,1
2013-08-13,import duty hike not to impact gold prices: jewellers,neutral,0
2006-01-09,"gold futures resume climb, trade above $544",positive,1
2009-10-27,"december gold loses $6.60 to $1,036 an ounce",negative,-1
2018-11-21,"Sliding Re, low demand likely behind slump in gold prices",negative,-1
2012-04-02,gold ends 0.5% higher on positive data,positive,1
2017-12-07,more strange and disturbing action in the paper gold market,negative,-1
2017-12-13,vietnam : new sbv decree to ease gold trading regulations,positive,1
2010-09-16,"gold futures up 0.4% at $1,273.80 an ounce",positive,1
2018-08-31,gold prices gain as trump considers imposing tariffs on $200b in chinese goods,negative,-1
2013-05-28,Gold futures weaken on global cues,negative,-1
2018-01-21,sprott sees renewed interest in gold as stocks keep rallying,positive,1
2006-02-15,april gold falls $3.70 to $545.20/oz in morning trading,negative,-1
2018-07-27,"Gold falls to Rs 29,913 at futures trade",negative,-1
2018-01-31,frank holmes : 2018 good for gold says wgc,neutral,0
2018-05-02,us mint : april lackluster for gold and silver eagles,negative,-1
2016-12-19,gold settles slightly higher after touching multimonth lows,negative,-1
2017-05-19,Gold futures end the week about 2.1% higher,positive,1
2013-03-22,gold hits near one-month high on cyprus debt fears,positive,1
2013-10-15,Gold slumps to 3-month low on US optimism,negative,-1
2018-04-19,"Buy gold if it dips to $1,335/oz",neutral,0
2014-06-13,"gold futures hold steady, near 2-1/2 week highs",positive,1
2017-04-07,"Gold ends day, week higher, but pares firmer gain on dollar strength",positive,1
2005-01-03,gold futures close at lowest levels since november,negative,-1
2017-11-10,"Gold ends sharply lower, but registers weekly gain",negative,-1
